dim_0,amplitude_beam1,amplitude_beam2,amplitude_beam3,analog1,battery_voltage_dV,date_time_string,driver_timestamp,error_code,heading_decidegree,internal_timestamp,pitch_decidegree,pkt_format_id,pkt_version,preferred_timestamp,pressure_mbar,quality_flag,roll_decidegree,sound_speed_dms,status,stream_name,temperature_centidegree,velocity_beam1,velocity_beam2,velocity_beam3
128,80,79,79,0,116,2017/04/28 19:03:35,3722364942.51,0,2080,3702395015.0,3,JSON_Data,1,internal_timestamp,12547,ok,-76,14811,17,velpt_ab_dcl_diagnostics,766,16,376,706
129,78,77,81,0,116,2017/04/28 19:03:36,3722364942.51,0,2122,3702395016.0,-14,JSON_Data,1,internal_timestamp,13579,ok,-71,14811,17,velpt_ab_dcl_diagnostics,766,-305,509,574
130,82,79,80,0,116,2017/04/28 19:03:37,3722364942.51,0,1993,3702395017.0,-10,JSON_Data,1,internal_timestamp,14087,ok,-82,14811,17,velpt_ab_dcl_diagnostics,766,209,3,-527
131,75,77,80,0,116,2017/04/28 19:03:38,3722364942.51,0,2196,3702395018.0,6,JSON_Data,1,internal_timestamp,13500,ok,-8,14811,17,velpt_ab_dcl_diagnostics,766,176,-705,-477
132,74,81,80,0,116,2017/04/28 19:03:39,3722364942.51,0,2307,3702395019.0,40,JSON_Data,1,internal_timestamp,12965,ok,37,14811,17,velpt_ab_dcl_diagnostics,766,-247,-623,-420
133,78,78,78,0,116,2017/04/28 19:03:40,3722364942.51,0,2220,3702395020.0,62,JSON_Data,1,internal_timestamp,12299,ok,4,14811,17,velpt_ab_dcl_diagnostics,766,-256,242,-543
134,78,79,79,0,116,2017/04/28 19:03:41,3722364942.51,0,2214,3702395021.0,25,JSON_Data,1,internal_timestamp,11936,ok,-80,14811,17,velpt_ab_dcl_diagnostics,766,-132,576,903
135,80,80,80,0,116,2017/04/28 19:03:42,3722364942.51,0,2223,3702395022.0,-4,JSON_Data,1,internal_timestamp,13044,ok,-107,14811,17,velpt_ab_dcl_diagnostics,766,-325,720,906
136,78,81,78,0,116,2017/04/28 19:03:43,3722364942.51,0,2060,3702395023.0,-7,JSON_Data,1,internal_timestamp,13902,ok,-116,14811,17,velpt_ab_dcl_diagnostics,766,-27,509,-362
137,76,79,81,0,116,2017/04/28 19:03:44,3722364942.51,0,2344,3702395024.0,-27,JSON_Data,1,internal_timestamp,13483,ok,-62,14811,17,velpt_ab_dcl_diagnostics,766,372,-554,111
138,77,79,77,0,116,2017/04/28 19:03:45,3722364942.51,0,2575,3702395025.0,-13,JSON_Data,1,internal_timestamp,13716,ok,4,14811,17,velpt_ab_dcl_diagnostics,766,-321,-441,-156
139,78,78,81,0,116,2017/04/28 19:03:46,3722364942.51,0,2270,3702395026.0,46,JSON_Data,1,internal_timestamp,13614,ok,-30,14811,17,velpt_ab_dcl_diagnostics,766,182,-56,-916
140,83,79,79,0,116,2017/04/28 19:03:47,3722364942.51,0,2315,3702395027.0,-18,JSON_Data,1,internal_timestamp,12460,ok,-25,14811,17,velpt_ab_dcl_diagnostics,766,367,105,-797
141,74,82,80,0,116,2017/04/28 19:03:48,3722364942.51,0,2611,3702395028.0,-9,JSON_Data,1,internal_timestamp,11601,ok,-36,14811,17,velpt_ab_dcl_diagnostics,766,-451,-118,115
142,77,78,83,0,116,2017/04/28 19:03:49,3722364942.51,0,2496,3702395029.0,74,JSON_Data,1,internal_timestamp,11790,ok,-40,14811,17,velpt_ab_dcl_diagnostics,766,-629,-503,666
143,74,73,74,0,116,2017/04/28 19:03:50,3722364942.51,0,2346,3702395030.0,127,JSON_Data,1,internal_timestamp,12721,ok,-32,14811,17,velpt_ab_dcl_diagnostics,766,-177,-640,1196
144,75,72,67,0,116,2017/04/28 19:03:51,3722364942.51,0,2371,3702395031.0,104,JSON_Data,1,internal_timestamp,14151,ok,-15,14811,17,velpt_ab_dcl_diagnostics,766,-154,-638,475
145,78,79,71,0,116,2017/04/28 19:03:52,3722364942.51,0,2266,3702395032.0,91,JSON_Data,1,internal_timestamp,14355,ok,-15,14811,17,velpt_ab_dcl_diagnostics,766,388,-284,-1021
146,74,73,72,0,116,2017/04/28 19:03:53,3722364942.51,0,2276,3702395033.0,13,JSON_Data,1,internal_timestamp,13338,ok,-1,14811,17,velpt_ab_dcl_diagnostics,766,323,-11,-661
147,68,77,71,0,116,2017/04/28 19:03:54,3722364942.51,0,2383,3702395034.0,5,JSON_Data,1,internal_timestamp,12837,ok,-17,14811,17,velpt_ab_dcl_diagnostics,766,-319,231,219
148,70,75,73,0,116,2017/04/28 19:03:55,3722364942.51,0,2140,3702395035.0,14,JSON_Data,1,internal_timestamp,13045,ok,-60,14811,17,velpt_ab_dcl_diagnostics,766,-181,646,279
149,73,70,73,0,116,2017/04/28 19:03:56,3722364942.51,0,2026,3702395036.0,-23,JSON_Data,1,internal_timestamp,13258,ok,-71,14811,17,velpt_ab_dcl_diagnostics,766,371,450,-137
150,75,71,69,0,116,2017/04/28 19:03:57,3722364942.51,0,2274,3702395037.0,-53,JSON_Data,1,internal_timestamp,13023,ok,-40,14811,17,velpt_ab_dcl_diagnostics,766,226,-535,-90
151,70,77,71,0,116,2017/04/28 19:03:58,3722364942.51,0,2307,3702395038.0,2,JSON_Data,1,internal_timestamp,12941,ok,-8,14811,17,velpt_ab_dcl_diagnostics,766,-346,-484,-97
152,68,75,73,0,116,2017/04/28 19:03:59,3722364942.51,0,2084,3702395039.0,44,JSON_Data,1,internal_timestamp,12638,ok,-38,14811,17,velpt_ab_dcl_diagnostics,766,-271,12,-167
153,74,73,70,0,116,2017/04/28 19:04:00,3722364942.52,0,2048,3702395040.0,22,JSON_Data,1,internal_timestamp,12781,ok,-83,14811,17,velpt_ab_dcl_diagnostics,766,25,52,1081
154,74,76,82,0,116,2017/04/28 19:04:01,3722364942.52,0,1942,3702395041.0,31,JSON_Data,1,internal_timestamp,13660,ok,-92,14811,17,velpt_ab_dcl_diagnostics,766,486,-59,-372
155,73,78,68,0,116,2017/04/28 19:04:02,3722364942.52,0,2017,3702395042.0,26,JSON_Data,1,internal_timestamp,13032,ok,-26,14811,17,velpt_ab_dcl_diagnostics,766,356,-405,-242
156,74,74,70,0,116,2017/04/28 19:04:03,3722364942.52,0,2172,3702395043.0,33,JSON_Data,1,internal_timestamp,12757,ok,-14,14811,17,velpt_ab_dcl_diagnostics,766,-237,-223,765
157,73,76,68,0,116,2017/04/28 19:04:04,3722364942.52,0,2196,3702395044.0,40,JSON_Data,1,internal_timestamp,13607,ok,-40,14811,17,velpt_ab_dcl_diagnostics,766,-440,460,625
158,73,72,75,0,116,2017/04/28 19:04:05,3722364942.52,0,1951,3702395045.0,27,JSON_Data,1,internal_timestamp,14112,ok,-103,14811,17,velpt_ab_dcl_diagnostics,766,150,441,-1104
159,70,70,72,0,116,2017/04/28 19:04:06,3722364942.52,0,2306,3702395046.0,-65,JSON_Data,1,internal_timestamp,12738,ok,-20,14811,17,velpt_ab_dcl_diagnostics,766,-20,-314,-919
160,74,74,70,0,116,2017/04/28 19:04:07,3722364942.52,0,2361,3702395047.0,41,JSON_Data,1,internal_timestamp,11868,ok,-36,14811,17,velpt_ab_dcl_diagnostics,766,-359,-73,837
161,79,71,73,0,116,2017/04/28 19:04:08,3722364942.52,0,2439,3702395048.0,72,JSON_Data,1,internal_timestamp,12901,ok,-40,14811,17,velpt_ab_dcl_diagnostics,766,-738,472,1028
162,76,80,70,0,116,2017/04/28 19:04:09,3722364942.52,0,2208,3702395049.0,74,JSON_Data,1,internal_timestamp,13613,ok,-86,14811,17,velpt_ab_dcl_diagnostics,766,-483,-251,-610
163,75,80,75,0,116,2017/04/28 19:04:10,3722364942.52,0,2189,3702395050.0,40,JSON_Data,1,internal_timestamp,12998,ok,-46,14811,17,velpt_ab_dcl_diagnostics,766,251,-279,-141
164,76,78,82,0,116,2017/04/28 19:04:11,3722364942.52,0,2424,3702395051.0,21,JSON_Data,1,internal_timestamp,13311,ok,-20,14811,17,velpt_ab_dcl_diagnostics,766,153,33,506
165,72,77,70,0,116,2017/04/28 19:04:12,3722364942.52,0,2293,3702395052.0,43,JSON_Data,1,internal_timestamp,13831,ok,-72,14811,17,velpt_ab_dcl_diagnostics,766,264,81,-637
166,75,74,69,0,116,2017/04/28 19:04:13,3722364942.52,0,2420,3702395053.0,5,JSON_Data,1,internal_timestamp,13210,ok,-32,14811,17,velpt_ab_dcl_diagnostics,766,599,-105,-200
167,75,75,75,0,116,2017/04/28 19:04:14,3722364942.52,0,2579,3702395054.0,-16,JSON_Data,1,internal_timestamp,12946,ok,-18,14811,17,velpt_ab_dcl_diagnostics,766,-5,-18,-431
168,75,79,74,0,116,2017/04/28 19:04:15,3722364942.52,0,2568,3702395055.0,16,JSON_Data,1,internal_timestamp,12391,ok,-47,14811,17,velpt_ab_dcl_diagnostics,766,-534,108,-132
169,72,74,73,0,116,2017/04/28 19:04:16,3722364942.52,0,2471,3702395056.0,83,JSON_Data,1,internal_timestamp,12497,ok,-69,14812,17,velpt_ab_dcl_diagnostics,767,-194,-84,1113
170,75,74,70,0,116,2017/04/28 19:04:17,3722364942.52,0,2488,3702395057.0,49,JSON_Data,1,internal_timestamp,13718,ok,-52,14812,17,velpt_ab_dcl_diagnostics,767,-172,0,407
171,76,78,72,0,116,2017/04/28 19:04:18,3722364942.52,0,2325,3702395058.0,49,JSON_Data,1,internal_timestamp,13742,ok,-47,14812,17,velpt_ab_dcl_diagnostics,767,346,-132,-1342
172,74,73,73,0,116,2017/04/28 19:04:19,3722364942.52,0,2559,3702395059.0,-15,JSON_Data,1,internal_timestamp,12264,ok,-3,14811,17,velpt_ab_dcl_diagnostics,766,-47,-291,-371
173,76,74,73,0,116,2017/04/28 19:04:20,3722364942.52,0,2722,3702395060.0,83,JSON_Data,1,internal_timestamp,12022,ok,14,14812,17,velpt_ab_dcl_diagnostics,767,-573,42,933
174,74,70,71,0,116,2017/04/28 19:04:21,3722364942.52,0,2721,3702395061.0,83,JSON_Data,1,internal_timestamp,12820,ok,2,14812,17,velpt_ab_dcl_diagnostics,767,-914,24,273
175,73,73,78,0,116,2017/04/28 19:04:22,3722364942.52,0,2303,3702395062.0,103,JSON_Data,1,internal_timestamp,13110,ok,-54,14812,17,velpt_ab_dcl_diagnostics,767,-90,-207,450
176,72,71,77,0,116,2017/04/28 19:04:23,3722364942.52,0,2317,3702395063.0,49,JSON_Data,1,internal_timestamp,13853,ok,-36,14812,17,velpt_ab_dcl_diagnostics,767,-56,456,513
177,71,75,67,0,116,2017/04/28 19:04:24,3722364942.52,0,2345,3702395064.0,23,JSON_Data,1,internal_timestamp,14442,ok,-61,14812,17,velpt_ab_dcl_diagnostics,767,222,657,-57
178,76,73,70,0,116,2017/04/28 19:04:25,3722364942.52,0,2369,3702395065.0,-26,JSON_Data,1,internal_timestamp,14309,ok,-75,14812,17,velpt_ab_dcl_diagnostics,767,834,9,-750
179,73,78,73,0,116,2017/04/28 19:04:26,3722364942.52,0,2595,3702395066.0,-64,JSON_Data,1,internal_timestamp,13239,ok,19,14812,17,velpt_ab_dcl_diagnostics,767,-141,-74,-714
180,67,78,71,0,116,2017/04/28 19:04:27,3722364942.52,0,2594,3702395067.0,-17,JSON_Data,1,internal_timestamp,12131,ok,9,14812,17,velpt_ab_dcl_diagnostics,767,-500,269,-204
181,73,73,73,0,116,2017/04/28 19:04:28,3722364942.52,0,2488,3702395068.0,33,JSON_Data,1,internal_timestamp,11956,ok,-56,14812,17,velpt_ab_dcl_diagnostics,767,-506,251,174
182,79,77,70,0,116,2017/04/28 19:04:29,3722364942.52,0,2369,3702395069.0,45,JSON_Data,1,internal_timestamp,12108,ok,-79,14812,17,velpt_ab_dcl_diagnostics,767,-204,-252,455
183,74,75,70,0,116,2017/04/28 19:04:30,3722364942.52,0,2392,3702395070.0,58,JSON_Data,1,internal_timestamp,12519,ok,-56,14812,17,velpt_ab_dcl_diagnostics,767,-337,-815,135
184,71,77,74,0,116,2017/04/28 19:04:31,3722364942.52,0,2386,3702395071.0,108,JSON_Data,1,internal_timestamp,12709,ok,-24,14812,17,velpt_ab_dcl_diagnostics,767,-327,-709,592
185,74,74,75,0,116,2017/04/28 19:04:32,3722364942.52,0,2418,3702395072.0,102,JSON_Data,1,internal_timestamp,13487,ok,-8,14812,17,velpt_ab_dcl_diagnostics,767,-115,-49,510
186,75,75,73,0,116,2017/04/28 19:04:33,3722364942.52,0,2277,3702395073.0,78,JSON_Data,1,internal_timestamp,13790,ok,-23,14812,17,velpt_ab_dcl_diagnostics,767,584,378,-295
187,74,72,75,0,116,2017/04/28 19:04:34,3722364942.52,0,2392,3702395074.0,-1,JSON_Data,1,internal_timestamp,13683,ok,-22,14812,17,velpt_ab_dcl_diagnostics,767,201,201,124
188,67,73,69,0,116,2017/04/28 19:04:35,3722364942.52,0,2388,3702395075.0,-1,JSON_Data,1,internal_timestamp,13734,ok,-43,14812,17,velpt_ab_dcl_diagnostics,767,-284,-197,240
189,69,72,70,0,116,2017/04/28 19:04:36,3722364942.52,0,2106,3702395076.0,34,JSON_Data,1,internal_timestamp,14000,ok,-39,14812,17,velpt_ab_dcl_diagnostics,767,514,125,-367
190,74,77,75,0,116,2017/04/28 19:04:37,3722364942.52,0,2141,3702395077.0,-15,JSON_Data,1,internal_timestamp,13388,ok,15,14812,17,velpt_ab_dcl_diagnostics,767,450,293,-1088
191,74,68,71,0,116,2017/04/28 19:04:38,3722364942.52,0,2380,3702395078.0,-41,JSON_Data,1,internal_timestamp,12249,ok,0,14812,17,velpt_ab_dcl_diagnostics,767,-540,-5,-452
192,74,75,70,0,116,2017/04/28 19:04:39,3722364942.52,0,2170,3702395079.0,23,JSON_Data,1,internal_timestamp,11879,ok,-65,14812,17,velpt_ab_dcl_diagnostics,767,-889,-401,238
193,76,69,74,0,116,2017/04/28 19:04:40,3722364942.52,0,1950,3702395080.0,61,JSON_Data,1,internal_timestamp,12134,ok,-87,14812,17,velpt_ab_dcl_diagnostics,767,-505,-295,549
194,73,75,73,0,116,2017/04/28 19:04:41,3722364942.52,0,1874,3702395081.0,48,JSON_Data,1,internal_timestamp,12712,ok,-107,14812,17,velpt_ab_dcl_diagnostics,767,-222,-149,900
195,74,73,74,0,116,2017/04/28 19:04:42,3722364942.52,0,1913,3702395082.0,41,JSON_Data,1,internal_timestamp,13915,ok,-84,14812,17,velpt_ab_dcl_diagnostics,767,-149,-221,799
196,75,72,74,0,116,2017/04/28 19:04:43,3722364942.52,0,1731,3702395083.0,19,JSON_Data,1,internal_timestamp,14260,ok,-77,14812,17,velpt_ab_dcl_diagnostics,767,366,26,-885
197,74,75,76,0,116,2017/04/28 19:04:44,3722364942.52,0,1788,3702395084.0,-24,JSON_Data,1,internal_timestamp,13436,ok,-10,14812,17,velpt_ab_dcl_diagnostics,767,398,315,-184
198,71,72,69,0,116,2017/04/28 19:04:45,3722364942.52,0,1917,3702395085.0,-31,JSON_Data,1,internal_timestamp,13213,ok,0,14812,17,velpt_ab_dcl_diagnostics,767,3,344,-345
199,73,83,70,0,116,2017/04/28 19:04:46,3722364942.52,0,1754,3702395086.0,-45,JSON_Data,1,internal_timestamp,12767,ok,-34,14812,17,velpt_ab_dcl_diagnostics,767,-191,-87,-488
