ingest_csv_filename,platform,deployment#,uframe_route,filename_mask,number_files,file of today,file <= 1k,file > 1K,reference_designator,data_source,Automated_status,status,notes
GI01SUMO_R00001_ingest.csv,GI01SUMO,001,Ingest.ctdmo-ghqr-imodem_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/cg_data/dcl11/imm/CTDMO_sn37-11481/*.DAT*,4738,0,4733,5,GI01SUMO-RII11-02-CTDMOQ033,recovered_host,Available,,NaN
GI01SUMO_R00001_ingest.csv,GI01SUMO,001,Ingest.ctdmo-ghqr-imodem_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/cg_data/dcl11/imm/CTDMO_sn37-11480/*.DAT,4737,0,4732,5,GI01SUMO-RII11-02-CTDMOQ014,recovered_host,Available,,NaN
GI01SUMO_R00001_ingest.csv,GI01SUMO,001,Ingest.ctdmo-ghqr-imodem_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/cg_data/dcl11/imm/CTDMO_sn37-11479/*.DAT,4728,0,4723,5,GI01SUMO-RII11-02-CTDMOQ015,recovered_host,Available,,NaN
GI01SUMO_R00001_ingest.csv,GI01SUMO,001,Ingest.ctdmo-ghqr-imodem_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/cg_data/dcl11/imm/CTDMO_sn37-11478/*.DAT,4733,0,4728,5,GI01SUMO-RII11-02-CTDMOQ016,recovered_host,Available,,NaN
GI01SUMO_R00001_ingest.csv,GI01SUMO,001,Ingest.ctdmo-ghqr-imodem_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/cg_data/dcl11/imm/CTDMO_sn37IM64183-8523/*.DAT,4730,0,4724,6,GI01SUMO-RII11-02-CTDMOQ017,recovered_host,Available,,NaN
GI01SUMO_R00001_ingest.csv,GI01SUMO,001,Ingest.ctdmo-ghqr-imodem_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/cg_data/dcl11/imm/CTDMO_sn37-11484/*.DAT,4725,0,4720,5,GI01SUMO-RII11-02-CTDMOR018,recovered_host,Available,,NaN
GI01SUMO_R00001_ingest.csv,GI01SUMO,001,Ingest.ctdmo-ghqr-imodem_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/cg_data/dcl11/imm/CTDMO_sn37-11485/*.DAT,4721,0,4714,7,GI01SUMO-RII11-02-CTDMOR019,recovered_host,Available,,NaN
GI01SUMO_R00001_ingest.csv,GI01SUMO,001,Ingest.ctdmo-ghqr-imodem_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/cg_data/dcl11/imm/CTDMO_sn37-11483/*.DAT,4718,0,4713,5,GI01SUMO-RII11-02-CTDMOR020,recovered_host,Available,,NaN
GI01SUMO_R00001_ingest.csv,GI01SUMO,001,#Ingest.cg-cpm-eng-cpm_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/irid2shore/cpm_status*.txt,0,0,0,0,GI01SUMO-SBC11-00-CPMENG000,recovered_host,Missing,Recovered data not expected,NaN
GI01SUMO_R00001_ingest.csv,GI01SUMO,001,Ingest.cg-dcl-eng-dcl_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/cg_data/dcl11/syslog*/*syslog*.log,228,0,0,228,GI01SUMO-SBD11-00-DCLENG000,recovered_host,Available,,NaN
GI01SUMO_R00001_ingest.csv,GI01SUMO,001,Ingest.cg-dcl-eng-dcl_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/cg_data/dcl12/syslog*/*syslog*.log,226,0,0,226,GI01SUMO-SBD12-00-DCLENG000,recovered_host,Available,,NaN
GI01SUMO_R00001_ingest.csv,GI01SUMO,001,Ingest.cg-dcl-eng-dcl_recovered,/omc_data/whoi/OMC/GI01SUMO/R00001/cg_data/dcl16/syslog*/*syslog*.log,243,0,0,243,GI01SUMO-RID16-00-DCLENG000,recovered_host,Available,,NaN
