dim_0,air_temperature,barometric_pressure,driver_timestamp,eastward_wind_velocity,longwave_irradiance,northward_wind_velocity,pkt_format_id,pkt_version,port_timestamp,precipitation,preferred_timestamp,quality_flag,relative_humidity,sea_surface_conductivity,sea_surface_temperature,shortwave_irradiance,stream_name
365,7.778,995.84,3722783779.14,7.12,281.6,-3.3,JSON_Data,1,3703385169.92,7.54,port_timestamp,ok,93.357,3.4824,7.439,1.8,metbk_a_dcl_instrument
366,7.763,995.78,3722783779.14,7.0,281.3,-4.14,JSON_Data,1,3703385234.82,7.57,port_timestamp,ok,93.401,3.4824,7.439,1.6,metbk_a_dcl_instrument
367,7.756,996.05,3722783779.14,6.62,281.1,-4.58,JSON_Data,1,3703385299.45,7.54,port_timestamp,ok,93.364,3.4824,7.439,1.6,metbk_a_dcl_instrument
368,7.771,996.05,3722783779.14,7.73,279.8,-4.33,JSON_Data,1,3703385363.78,7.56,port_timestamp,ok,93.276,3.4824,7.438,1.8,metbk_a_dcl_instrument
369,7.756,996.19,3722783779.14,6.52,278.9,-5.06,JSON_Data,1,3703385428.53,7.61,port_timestamp,ok,93.253,3.4825,7.44,1.8,metbk_a_dcl_instrument
370,7.756,995.84,3722783779.14,7.0,279.7,-4.37,JSON_Data,1,3703385493.25,7.55,port_timestamp,ok,93.202,3.4825,7.44,1.8,metbk_a_dcl_instrument
371,7.733,995.98,3722783779.14,6.55,279.7,-3.55,JSON_Data,1,3703385557.95,7.56,port_timestamp,ok,93.165,3.4824,7.439,1.9,metbk_a_dcl_instrument
372,7.741,995.78,3722783779.14,6.69,279.7,-4.0,JSON_Data,1,3703385590.09,7.55,port_timestamp,ok,93.143,3.4825,7.439,1.8,metbk_a_dcl_instrument
373,7.718,996.05,3722783779.14,6.78,279.7,-4.67,JSON_Data,1,3703385654.37,7.55,port_timestamp,ok,93.055,3.4824,7.438,1.6,metbk_a_dcl_instrument
374,7.726,996.12,3722783779.14,7.07,279.1,-4.13,JSON_Data,1,3703385718.6,7.55,port_timestamp,ok,93.003,3.4825,7.538,1.7,metbk_a_dcl_instrument
375,7.703,996.4,3722783779.14,7.15,279.5,-3.98,JSON_Data,1,3703385782.92,7.52,port_timestamp,ok,93.01,3.4826,7.442,1.9,metbk_a_dcl_instrument
376,7.726,996.12,3722783779.14,7.38,279.4,-5.49,JSON_Data,1,3703385847.72,7.54,port_timestamp,ok,92.856,3.4825,7.438,1.9,metbk_a_dcl_instrument
377,7.726,995.43,3722783779.14,8.06,280.8,-3.97,JSON_Data,1,3703385912.22,7.53,port_timestamp,ok,92.797,3.4823,7.438,1.9,metbk_a_dcl_instrument
378,7.726,996.12,3722783779.14,6.83,280.0,-4.78,JSON_Data,1,3703385976.78,7.56,port_timestamp,ok,92.738,3.4824,7.437,2.1,metbk_a_dcl_instrument
379,7.726,996.19,3722783779.14,7.58,279.9,-4.38,JSON_Data,1,3703386009.9,7.57,port_timestamp,ok,92.671,3.4824,7.438,1.9,metbk_a_dcl_instrument
380,7.741,996.33,3722783779.14,7.15,280.2,-5.16,JSON_Data,1,3703386074.49,7.57,port_timestamp,ok,92.605,3.4823,7.438,1.9,metbk_a_dcl_instrument
381,7.726,995.98,3722783779.14,6.93,281.4,-4.8,JSON_Data,1,3703386140.23,7.52,port_timestamp,ok,92.561,3.4824,7.439,1.9,metbk_a_dcl_instrument
382,7.733,996.19,3722783779.14,7.52,280.6,-5.04,JSON_Data,1,3703386204.46,7.58,port_timestamp,ok,92.531,3.4825,7.439,1.9,metbk_a_dcl_instrument
383,7.741,996.12,3722783779.14,7.49,281.4,-5.04,JSON_Data,1,3703386269.03,7.56,port_timestamp,ok,92.487,3.4825,7.439,1.9,metbk_a_dcl_instrument
384,7.733,995.98,3722783779.14,6.88,281.6,-4.22,JSON_Data,1,3703386334.6,7.58,port_timestamp,ok,92.502,3.4825,7.446,2.0,metbk_a_dcl_instrument
385,7.718,996.19,3722783779.14,7.07,280.6,-4.68,JSON_Data,1,3703386403.16,7.57,port_timestamp,ok,92.487,3.4825,7.444,1.8,metbk_a_dcl_instrument
386,7.711,995.64,3722783779.14,6.24,280.8,-4.59,JSON_Data,1,3703386435.28,7.57,port_timestamp,ok,92.509,3.4825,7.443,1.9,metbk_a_dcl_instrument
387,7.718,996.19,3722783779.14,7.26,280.6,-4.99,JSON_Data,1,3703386500.78,7.57,port_timestamp,ok,92.487,3.4824,7.443,1.9,metbk_a_dcl_instrument
388,7.726,995.84,3722783779.14,8.05,280.6,-5.46,JSON_Data,1,3703386565.1,7.56,port_timestamp,ok,92.391,3.4825,7.441,1.7,metbk_a_dcl_instrument
389,7.718,995.84,3722783779.14,7.33,280.3,-4.55,JSON_Data,1,3703386629.35,7.57,port_timestamp,ok,92.369,3.4825,7.377,1.9,metbk_a_dcl_instrument
390,7.718,996.05,3722783779.14,6.55,280.4,-5.74,JSON_Data,1,3703386693.81,7.53,port_timestamp,ok,92.361,3.4824,7.444,2.1,metbk_a_dcl_instrument
391,7.726,995.98,3722783779.14,7.85,280.4,-4.76,JSON_Data,1,3703386756.89,7.55,port_timestamp,ok,92.251,3.4821,7.441,2.0,metbk_a_dcl_instrument
392,7.733,995.98,3722783779.14,6.81,280.4,-4.94,JSON_Data,1,3703386789.9,7.55,port_timestamp,ok,92.184,3.4822,7.437,1.9,metbk_a_dcl_instrument
393,7.748,995.91,3722783779.14,7.35,280.4,-4.33,JSON_Data,1,3703386854.31,7.56,port_timestamp,ok,92.192,3.4823,7.439,1.9,metbk_a_dcl_instrument
394,7.733,996.12,3722783779.14,8.01,283.5,-5.61,JSON_Data,1,3703386918.55,7.59,port_timestamp,ok,92.066,3.4824,7.44,1.9,metbk_a_dcl_instrument
395,7.763,995.64,3722783779.14,7.49,284.2,-4.8,JSON_Data,1,3703386982.78,7.53,port_timestamp,ok,92.044,3.4824,7.44,1.9,metbk_a_dcl_instrument
396,7.756,996.26,3722783779.14,7.56,286.7,-5.1,JSON_Data,1,3703387047.69,7.55,port_timestamp,ok,92.037,3.4824,7.44,2.1,metbk_a_dcl_instrument
397,7.748,995.98,3722783779.14,5.98,298.6,-5.8,JSON_Data,1,3703387112.13,7.56,port_timestamp,ok,92.022,3.4825,7.441,2.1,metbk_a_dcl_instrument
398,7.763,995.91,3722783779.14,8.14,315.2,-5.2,JSON_Data,1,3703387176.36,7.53,port_timestamp,ok,91.926,3.4825,7.443,2.1,metbk_a_dcl_instrument
399,7.748,995.91,3722783779.14,7.23,323.5,-5.77,JSON_Data,1,3703387209.89,7.55,port_timestamp,ok,91.897,3.4825,7.441,2.4,metbk_a_dcl_instrument
400,7.756,996.05,3722783779.14,7.95,327.6,-5.28,JSON_Data,1,3703387274.48,7.58,port_timestamp,ok,91.897,3.4825,7.441,2.5,metbk_a_dcl_instrument
401,7.763,996.19,3722783779.14,6.38,331.4,-4.87,JSON_Data,1,3703387338.86,7.55,port_timestamp,ok,91.897,3.4825,7.44,2.6,metbk_a_dcl_instrument
402,7.748,996.12,3722783779.14,6.81,335.2,-5.93,JSON_Data,1,3703387401.85,7.52,port_timestamp,ok,91.86,3.4825,7.441,2.8,metbk_a_dcl_instrument
403,7.756,995.84,3722783779.14,7.34,337.6,-5.17,JSON_Data,1,3703387466.09,7.59,port_timestamp,ok,91.837,3.4825,7.443,2.9,metbk_a_dcl_instrument
404,7.763,995.43,3722783779.14,8.95,337.5,-4.2,JSON_Data,1,3703387530.62,7.55,port_timestamp,ok,91.786,3.4825,7.449,3.1,metbk_a_dcl_instrument
405,7.771,996.12,3722783779.14,8.0,336.7,-6.18,JSON_Data,1,3703387594.86,7.55,port_timestamp,ok,91.675,3.4824,7.443,3.1,metbk_a_dcl_instrument
406,7.786,995.84,3722783779.14,8.29,338.9,-4.78,JSON_Data,1,3703387629.89,7.55,port_timestamp,ok,91.638,3.4824,7.415,2.9,metbk_a_dcl_instrument
407,7.771,995.78,3722783779.14,8.41,340.0,-4.86,JSON_Data,1,3703387690.2,7.54,port_timestamp,ok,91.616,3.4825,7.44,3.0,metbk_a_dcl_instrument
408,7.778,995.71,3722783779.14,7.53,340.5,-5.44,JSON_Data,1,3703387754.48,7.6,port_timestamp,ok,91.594,3.4825,7.443,3.2,metbk_a_dcl_instrument
409,7.771,995.91,3722783779.14,7.34,340.0,-5.08,JSON_Data,1,3703387818.76,7.55,port_timestamp,ok,91.549,3.4826,7.444,3.1,metbk_a_dcl_instrument
410,7.778,995.91,3722783779.14,7.48,340.8,-4.49,JSON_Data,1,3703387883.1,7.59,port_timestamp,ok,91.564,3.4825,7.44,2.9,metbk_a_dcl_instrument
411,7.763,996.26,3722783779.14,6.97,340.8,-5.48,JSON_Data,1,3703387947.47,7.6,port_timestamp,ok,91.557,3.4825,7.442,3.1,metbk_a_dcl_instrument
412,7.778,995.71,3722783779.14,7.64,340.8,-4.75,JSON_Data,1,3703388012.26,7.51,port_timestamp,ok,91.52,3.4826,7.441,3.1,metbk_a_dcl_instrument
413,7.786,996.12,3722783779.14,7.41,339.8,-5.0,JSON_Data,1,3703388076.72,7.53,port_timestamp,ok,91.52,3.4826,7.442,3.0,metbk_a_dcl_instrument
414,7.786,996.26,3722783779.14,6.8,340.9,-4.85,JSON_Data,1,3703388109.88,7.54,port_timestamp,ok,91.549,3.4825,7.443,3.0,metbk_a_dcl_instrument
415,7.801,996.05,3722783779.14,7.34,341.1,-4.94,JSON_Data,1,3703388174.12,7.57,port_timestamp,ok,91.549,3.4826,7.445,2.9,metbk_a_dcl_instrument
416,7.778,996.19,3722783779.14,7.35,335.3,-5.04,JSON_Data,1,3703388238.35,7.54,port_timestamp,ok,91.571,3.4826,7.443,3.1,metbk_a_dcl_instrument
417,7.778,996.19,3722783779.14,6.47,325.7,-5.34,JSON_Data,1,3703388302.75,7.54,port_timestamp,ok,91.512,3.4827,7.443,3.1,metbk_a_dcl_instrument
418,7.771,995.5,3722783779.14,7.15,333.4,-5.38,JSON_Data,1,3703388367.08,7.57,port_timestamp,ok,91.498,3.4827,7.443,2.9,metbk_a_dcl_instrument
419,7.786,995.91,3722783779.14,7.41,338.9,-6.01,JSON_Data,1,3703388431.47,7.55,port_timestamp,ok,91.542,3.4826,7.459,2.9,metbk_a_dcl_instrument
420,7.786,995.84,3722783779.14,6.91,340.7,-4.47,JSON_Data,1,3703388495.82,7.62,port_timestamp,ok,91.557,3.4826,7.486,2.8,metbk_a_dcl_instrument
421,7.786,996.26,3722783779.14,7.12,337.2,-3.49,JSON_Data,1,3703388529.87,7.57,port_timestamp,ok,91.549,3.4827,7.385,3.0,metbk_a_dcl_instrument
422,7.771,995.98,3722783779.14,8.09,335.4,-4.84,JSON_Data,1,3703388595.44,7.58,port_timestamp,ok,91.424,3.4826,7.442,3.0,metbk_a_dcl_instrument
423,7.778,996.05,3722783779.14,8.91,332.1,-3.96,JSON_Data,1,3703388659.87,7.62,port_timestamp,ok,91.32,3.4826,7.443,2.9,metbk_a_dcl_instrument
424,7.786,996.12,3722783779.14,7.5,329.7,-4.96,JSON_Data,1,3703388724.28,7.55,port_timestamp,ok,91.313,3.4825,7.441,2.9,metbk_a_dcl_instrument
425,7.778,995.91,3722783779.14,7.39,327.0,-5.13,JSON_Data,1,3703388788.51,7.54,port_timestamp,ok,91.32,3.4825,7.442,2.6,metbk_a_dcl_instrument
426,7.793,995.98,3722783779.14,7.78,321.7,-5.38,JSON_Data,1,3703388852.78,7.53,port_timestamp,ok,91.276,3.4825,7.441,2.7,metbk_a_dcl_instrument
427,7.786,996.05,3722783779.14,8.06,324.6,-5.27,JSON_Data,1,3703388917.01,7.54,port_timestamp,ok,91.224,3.4825,7.441,2.7,metbk_a_dcl_instrument
428,7.763,995.84,3722783779.14,7.81,329.9,-4.65,JSON_Data,1,3703388950.78,7.55,port_timestamp,ok,91.224,3.4825,7.44,2.6,metbk_a_dcl_instrument
429,7.801,996.26,3722783779.14,8.34,333.6,-4.92,JSON_Data,1,3703389015.42,7.59,port_timestamp,ok,91.165,3.4825,7.44,2.6,metbk_a_dcl_instrument
430,7.808,996.26,3722783779.14,7.78,333.6,-4.73,JSON_Data,1,3703389079.65,7.53,port_timestamp,ok,91.135,3.4825,7.441,2.7,metbk_a_dcl_instrument
431,7.808,996.19,3722783779.14,7.37,333.6,-4.8,JSON_Data,1,3703389144.11,7.55,port_timestamp,ok,91.054,3.4825,7.441,2.8,metbk_a_dcl_instrument
432,7.816,995.71,3722783779.14,7.84,333.6,-5.09,JSON_Data,1,3703389208.84,7.53,port_timestamp,ok,90.973,3.4825,7.44,2.9,metbk_a_dcl_instrument
433,7.816,996.4,3722783779.14,7.34,334.3,-4.47,JSON_Data,1,3703389273.08,7.51,port_timestamp,ok,90.884,3.4826,7.439,2.9,metbk_a_dcl_instrument
434,7.824,996.26,3722783779.14,7.51,336.2,-4.92,JSON_Data,1,3703389337.35,7.53,port_timestamp,ok,90.854,3.4825,7.382,2.8,metbk_a_dcl_instrument
435,7.801,996.05,3722783779.14,7.07,336.9,-4.3,JSON_Data,1,3703389369.86,7.57,port_timestamp,ok,90.81,3.4826,7.504,2.7,metbk_a_dcl_instrument
436,7.816,995.91,3722783779.14,7.77,337.5,-4.68,JSON_Data,1,3703389434.11,7.56,port_timestamp,ok,90.817,3.4826,7.456,2.9,metbk_a_dcl_instrument
437,7.816,995.71,3722783779.14,7.89,337.3,-5.18,JSON_Data,1,3703389498.35,7.55,port_timestamp,ok,90.765,3.4825,7.441,3.0,metbk_a_dcl_instrument
438,7.824,996.33,3722783779.14,7.74,335.6,-4.2,JSON_Data,1,3703389562.63,7.53,port_timestamp,ok,90.743,3.4826,7.442,2.8,metbk_a_dcl_instrument
439,7.808,996.05,3722783779.14,7.95,329.9,-4.51,JSON_Data,1,3703389628.18,7.51,port_timestamp,ok,90.603,3.4826,7.441,2.9,metbk_a_dcl_instrument
440,7.816,996.05,3722783779.14,8.22,329.3,-4.9,JSON_Data,1,3703389692.41,7.55,port_timestamp,ok,90.447,3.4826,7.439,2.8,metbk_a_dcl_instrument
441,7.839,995.64,3722783779.14,8.6,328.1,-4.02,JSON_Data,1,3703389756.66,7.55,port_timestamp,ok,90.336,3.4826,7.44,2.9,metbk_a_dcl_instrument
442,7.824,995.84,3722783779.14,8.78,329.1,-4.08,JSON_Data,1,3703389789.86,7.54,port_timestamp,ok,90.195,3.4825,7.44,2.9,metbk_a_dcl_instrument
443,7.839,995.91,3722783779.14,7.4,334.2,-4.7,JSON_Data,1,3703389854.22,7.53,port_timestamp,ok,90.21,3.4825,7.44,2.8,metbk_a_dcl_instrument
444,7.831,996.05,3722783779.14,7.39,338.4,-5.31,JSON_Data,1,3703389918.72,7.57,port_timestamp,ok,90.129,3.4825,7.446,2.8,metbk_a_dcl_instrument
445,7.846,995.36,3722783779.14,7.82,339.3,-5.16,JSON_Data,1,3703389983.05,7.53,port_timestamp,ok,90.04,3.4826,7.446,2.7,metbk_a_dcl_instrument
446,7.854,995.78,3722783779.14,8.55,337.2,-4.68,JSON_Data,1,3703390047.28,7.58,port_timestamp,ok,90.032,3.4826,7.444,2.9,metbk_a_dcl_instrument
447,7.861,995.71,3722783779.14,7.13,331.4,-4.5,JSON_Data,1,3703390111.81,7.59,port_timestamp,ok,89.929,3.4826,7.445,2.8,metbk_a_dcl_instrument
448,7.861,995.84,3722783779.14,7.68,327.4,-5.24,JSON_Data,1,3703390176.04,7.57,port_timestamp,ok,89.78,3.4826,7.444,2.8,metbk_a_dcl_instrument
449,7.861,996.26,3722783779.14,7.8,322.4,-4.88,JSON_Data,1,3703390209.85,7.59,port_timestamp,ok,89.654,3.4825,7.449,2.9,metbk_a_dcl_instrument
450,7.854,995.98,3722783779.14,7.69,322.4,-5.24,JSON_Data,1,3703390274.19,7.55,port_timestamp,ok,89.662,3.4826,7.445,2.8,metbk_a_dcl_instrument
451,7.869,996.12,3722783779.14,7.74,322.4,-4.69,JSON_Data,1,3703390338.92,7.55,port_timestamp,ok,89.588,3.4824,7.406,2.7,metbk_a_dcl_instrument
452,7.869,995.43,3722783779.15,7.89,322.4,-5.34,JSON_Data,1,3703390403.16,7.54,port_timestamp,ok,89.543,3.4825,7.44,2.5,metbk_a_dcl_instrument
453,7.861,995.5,3722783779.15,7.59,301.6,-4.69,JSON_Data,1,3703390467.41,7.62,port_timestamp,ok,89.506,3.4825,7.44,2.3,metbk_a_dcl_instrument
454,7.861,996.12,3722783779.15,7.97,294.0,-4.03,JSON_Data,1,3703390531.65,7.56,port_timestamp,ok,89.447,3.4825,7.44,2.4,metbk_a_dcl_instrument
455,7.869,995.57,3722783779.15,8.44,282.3,-5.1,JSON_Data,1,3703390596.04,7.53,port_timestamp,ok,89.217,3.4824,7.44,2.2,metbk_a_dcl_instrument
456,7.876,995.29,3722783779.15,9.33,279.1,-4.61,JSON_Data,1,3703390629.85,7.57,port_timestamp,ok,89.135,3.4825,7.442,2.2,metbk_a_dcl_instrument
457,7.876,995.84,3722783779.15,7.01,277.7,-4.98,JSON_Data,1,3703390694.21,7.59,port_timestamp,ok,89.261,3.4821,7.443,1.9,metbk_a_dcl_instrument
458,7.876,995.78,3722783779.15,7.92,275.5,-5.95,JSON_Data,1,3703390758.44,7.58,port_timestamp,ok,89.328,3.482,7.441,1.8,metbk_a_dcl_instrument
459,7.876,995.78,3722783779.15,7.67,273.3,-4.82,JSON_Data,1,3703390822.77,7.53,port_timestamp,ok,89.306,3.482,7.442,1.9,metbk_a_dcl_instrument
460,7.884,995.5,3722783779.15,7.61,274.0,-4.81,JSON_Data,1,3703390887.0,7.61,port_timestamp,ok,89.209,3.4822,7.442,1.7,metbk_a_dcl_instrument
461,7.876,995.5,3722783779.15,7.62,274.3,-4.93,JSON_Data,1,3703390953.24,7.53,port_timestamp,ok,89.224,3.4821,7.439,1.7,metbk_a_dcl_instrument
462,7.876,995.36,3722783779.15,7.4,275.6,-5.88,JSON_Data,1,3703391017.5,7.55,port_timestamp,ok,89.231,3.4822,7.441,1.8,metbk_a_dcl_instrument
463,7.884,995.78,3722783779.15,7.86,275.9,-5.37,JSON_Data,1,3703391050.27,7.53,port_timestamp,ok,89.142,3.4821,7.441,1.7,metbk_a_dcl_instrument
464,7.876,995.57,3722783779.15,8.62,275.6,-3.82,JSON_Data,1,3703391114.5,7.54,port_timestamp,ok,89.113,3.4821,7.154,1.6,metbk_a_dcl_instrument
465,7.876,996.19,3722783779.15,7.9,275.6,-5.79,JSON_Data,1,3703391178.73,7.55,port_timestamp,ok,89.076,3.482,7.443,1.7,metbk_a_dcl_instrument
466,7.876,995.91,3722783779.15,8.09,275.5,-4.99,JSON_Data,1,3703391243.03,7.62,port_timestamp,ok,89.031,3.4822,7.412,1.8,metbk_a_dcl_instrument
467,7.884,995.71,3722783779.15,8.27,276.9,-5.04,JSON_Data,1,3703391307.25,7.51,port_timestamp,ok,89.098,3.4822,7.439,1.8,metbk_a_dcl_instrument
468,7.884,995.71,3722783779.15,7.69,278.3,-4.72,JSON_Data,1,3703391371.49,7.6,port_timestamp,ok,89.194,3.4821,7.442,1.6,metbk_a_dcl_instrument
469,7.869,995.78,3722783779.15,9.19,278.0,-3.93,JSON_Data,1,3703391435.97,7.55,port_timestamp,ok,89.194,3.4822,7.441,1.9,metbk_a_dcl_instrument
470,7.861,995.98,3722783779.15,7.53,278.0,-5.04,JSON_Data,1,3703391469.87,7.54,port_timestamp,ok,89.335,3.4821,7.441,1.9,metbk_a_dcl_instrument
471,7.854,995.98,3722783779.15,7.83,278.0,-4.42,JSON_Data,1,3703391534.23,7.55,port_timestamp,ok,89.439,3.482,7.441,1.5,metbk_a_dcl_instrument
472,7.839,995.84,3722783779.15,7.89,308.3,-5.64,JSON_Data,1,3703391600.14,7.55,port_timestamp,ok,89.447,3.4822,7.44,1.7,metbk_a_dcl_instrument
473,7.854,995.78,3722783779.15,8.19,317.2,-4.73,JSON_Data,1,3703391664.56,7.55,port_timestamp,ok,89.432,3.4822,7.443,1.9,metbk_a_dcl_instrument
474,7.854,995.64,3722783779.15,8.15,320.4,-5.49,JSON_Data,1,3703391729.26,7.6,port_timestamp,ok,89.432,3.4823,7.443,2.0,metbk_a_dcl_instrument
475,7.831,995.71,3722783779.15,8.27,317.2,-4.5,JSON_Data,1,3703391793.76,7.57,port_timestamp,ok,89.491,3.4822,7.442,2.3,metbk_a_dcl_instrument
476,7.846,995.43,3722783779.15,7.19,315.9,-5.78,JSON_Data,1,3703391858.08,7.6,port_timestamp,ok,89.528,3.4823,7.442,2.5,metbk_a_dcl_instrument
477,7.854,995.84,3722783779.15,8.69,322.8,-4.75,JSON_Data,1,3703391890.19,7.54,port_timestamp,ok,89.447,3.4823,7.44,2.6,metbk_a_dcl_instrument
478,7.846,995.71,3722783779.15,8.72,325.3,-4.79,JSON_Data,1,3703391954.42,7.54,port_timestamp,ok,89.499,3.4823,7.442,2.7,metbk_a_dcl_instrument
479,7.854,995.78,3722783779.15,7.81,323.1,-5.14,JSON_Data,1,3703392018.84,7.55,port_timestamp,ok,89.484,3.4822,7.452,2.6,metbk_a_dcl_instrument
480,7.846,995.78,3722783779.15,7.97,328.6,-4.71,JSON_Data,1,3703392083.08,7.66,port_timestamp,ok,89.558,3.4823,7.376,2.5,metbk_a_dcl_instrument
481,7.854,995.5,3722783779.15,8.27,336.7,-4.66,JSON_Data,1,3703392147.34,7.67,port_timestamp,ok,89.476,3.4822,7.446,2.7,metbk_a_dcl_instrument
482,7.846,995.5,3722783779.15,8.2,340.9,-5.64,JSON_Data,1,3703392212.48,7.57,port_timestamp,ok,89.447,3.4822,7.44,2.8,metbk_a_dcl_instrument
483,7.854,995.5,3722783779.15,8.72,342.4,-4.54,JSON_Data,1,3703392277.89,7.57,port_timestamp,ok,89.461,3.4822,7.44,2.8,metbk_a_dcl_instrument
484,7.839,995.71,3722783779.15,8.57,341.8,-5.71,JSON_Data,1,3703392310.02,7.57,port_timestamp,ok,89.536,3.482,7.438,2.8,metbk_a_dcl_instrument
485,7.831,995.5,3722783779.15,7.42,342.8,-6.22,JSON_Data,1,3703392374.42,7.55,port_timestamp,ok,89.528,3.482,7.438,2.8,metbk_a_dcl_instrument
486,7.854,995.43,3722783779.15,7.94,342.5,-5.49,JSON_Data,1,3703392438.66,7.52,port_timestamp,ok,89.58,3.482,7.437,3.1,metbk_a_dcl_instrument
487,7.839,995.71,3722783779.15,8.23,342.1,-4.15,JSON_Data,1,3703392502.92,7.54,port_timestamp,ok,89.58,3.482,7.438,3.0,metbk_a_dcl_instrument
488,7.854,995.57,3722783779.15,8.07,341.7,-4.76,JSON_Data,1,3703392567.3,7.52,port_timestamp,ok,89.639,3.482,7.439,3.0,metbk_a_dcl_instrument
489,7.854,995.36,3722783779.15,8.4,341.7,-3.6,JSON_Data,1,3703392631.53,7.55,port_timestamp,ok,89.588,3.4821,7.44,2.9,metbk_a_dcl_instrument
490,7.846,995.43,3722783779.15,8.11,341.7,-5.06,JSON_Data,1,3703392695.81,7.55,port_timestamp,ok,89.513,3.4822,7.439,2.9,metbk_a_dcl_instrument
491,7.854,995.78,3722783779.15,9.46,341.7,-5.41,JSON_Data,1,3703392729.83,7.56,port_timestamp,ok,89.335,3.4821,7.44,3.0,metbk_a_dcl_instrument
492,7.861,996.33,3722783779.15,8.48,339.6,-5.42,JSON_Data,1,3703392794.05,7.54,port_timestamp,ok,89.187,3.4822,7.439,2.9,metbk_a_dcl_instrument
493,7.869,995.78,3722783779.15,8.15,342.6,-5.08,JSON_Data,1,3703392858.9,7.57,port_timestamp,ok,88.964,3.4822,7.44,3.0,metbk_a_dcl_instrument
494,7.876,995.43,3722783779.15,9.16,344.1,-4.55,JSON_Data,1,3703392923.16,7.55,port_timestamp,ok,88.845,3.4822,7.441,3.0,metbk_a_dcl_instrument
495,7.899,995.91,3722783779.15,9.1,343.2,-4.79,JSON_Data,1,3703392987.41,7.55,port_timestamp,ok,88.556,3.4822,7.433,3.0,metbk_a_dcl_instrument
496,7.914,995.84,3722783779.15,9.53,341.9,-4.62,JSON_Data,1,3703393051.66,7.57,port_timestamp,ok,88.311,3.4822,7.447,3.1,metbk_a_dcl_instrument
497,7.936,996.05,3722783779.15,8.55,339.8,-6.36,JSON_Data,1,3703393116.07,7.57,port_timestamp,ok,88.333,3.4822,7.44,3.0,metbk_a_dcl_instrument
498,7.936,995.64,3722783779.15,8.6,339.0,-4.74,JSON_Data,1,3703393151.17,7.59,port_timestamp,ok,88.325,3.4822,7.441,3.2,metbk_a_dcl_instrument
499,7.944,995.91,3722783779.15,8.52,341.5,-5.49,JSON_Data,1,3703393211.47,7.57,port_timestamp,ok,88.288,3.4822,7.44,3.0,metbk_a_dcl_instrument
500,7.929,995.29,3722783779.15,8.86,344.2,-4.81,JSON_Data,1,3703393275.9,7.54,port_timestamp,ok,88.274,3.4822,7.441,3.0,metbk_a_dcl_instrument
501,7.944,995.98,3722783779.15,8.2,345.6,-5.12,JSON_Data,1,3703393340.29,7.52,port_timestamp,ok,88.34,3.4821,7.439,2.9,metbk_a_dcl_instrument
502,7.944,995.78,3722783779.15,8.67,345.6,-5.24,JSON_Data,1,3703393404.52,7.53,port_timestamp,ok,88.274,3.4822,7.44,2.9,metbk_a_dcl_instrument
503,7.944,995.22,3722783779.15,8.68,346.4,-5.23,JSON_Data,1,3703393468.96,7.56,port_timestamp,ok,88.229,3.4822,7.439,3.0,metbk_a_dcl_instrument
504,7.944,995.29,3722783779.15,8.55,347.1,-5.96,JSON_Data,1,3703393533.22,7.53,port_timestamp,ok,88.103,3.4821,7.444,2.9,metbk_a_dcl_instrument
505,7.929,995.78,3722783779.15,8.31,347.2,-5.09,JSON_Data,1,3703393597.45,7.54,port_timestamp,ok,88.199,3.4821,7.444,3.1,metbk_a_dcl_instrument
506,7.936,995.71,3722783779.15,8.41,347.0,-5.68,JSON_Data,1,3703393629.81,7.54,port_timestamp,ok,88.288,3.4822,7.444,3.0,metbk_a_dcl_instrument
507,7.929,995.36,3722783779.15,8.64,348.7,-5.32,JSON_Data,1,3703393694.13,7.57,port_timestamp,ok,88.333,3.4822,7.443,2.7,metbk_a_dcl_instrument
508,7.936,995.57,3722783779.15,8.57,348.5,-5.8,JSON_Data,1,3703393758.43,7.56,port_timestamp,ok,88.556,3.4822,7.444,2.5,metbk_a_dcl_instrument
509,7.891,995.57,3722783779.15,8.01,348.5,-5.5,JSON_Data,1,3703393822.71,7.58,port_timestamp,ok,88.638,3.4822,7.417,2.5,metbk_a_dcl_instrument
510,7.884,995.5,3722783779.15,9.35,348.5,-5.44,JSON_Data,1,3703393887.1,7.63,port_timestamp,ok,88.69,3.4822,7.456,2.5,metbk_a_dcl_instrument
511,7.884,995.09,3722783779.15,9.55,348.5,-4.91,JSON_Data,1,3703393951.38,7.54,port_timestamp,ok,88.972,3.4823,7.445,2.4,metbk_a_dcl_instrument
512,7.846,995.29,3722783779.15,8.16,349.0,-3.58,JSON_Data,1,3703394016.44,7.57,port_timestamp,ok,89.454,3.4822,7.44,2.5,metbk_a_dcl_instrument
513,7.808,995.57,3722783779.15,7.49,348.2,-3.96,JSON_Data,1,3703394049.81,7.56,port_timestamp,ok,89.736,3.4822,7.442,2.5,metbk_a_dcl_instrument
514,7.801,995.09,3722783779.15,9.73,348.3,-5.57,JSON_Data,1,3703394113.47,7.56,port_timestamp,ok,89.684,3.4824,7.441,2.6,metbk_a_dcl_instrument
515,7.771,995.36,3722783779.15,8.78,348.3,-5.9,JSON_Data,1,3703394177.92,7.5,port_timestamp,ok,89.81,3.4823,7.44,2.6,metbk_a_dcl_instrument
516,7.778,995.71,3722783779.15,11.81,346.9,-6.36,JSON_Data,1,3703394242.14,7.56,port_timestamp,ok,89.817,3.4824,7.442,2.8,metbk_a_dcl_instrument
